date,product_id,daily_sales,daily_revenue,product_name,category,year,month,day_of_week,is_weekend,is_holiday_season
2017-03-31,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,3,4,0,0
2017-04-01,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,4,5,1,0
2017-04-03,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,4,0,0,0
2017-04-03,e0d64dcfaa3b6db5c54ca298ae101d05,1,255.61,Designer Watch,watches_gifts,2017,4,0,0,0
2017-04-04,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,4,1,0,0
2017-04-06,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,4,3,0,0
2017-04-07,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,4,4,0,0
2017-04-07,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,4,4,0,0
2017-04-08,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,4,5,1,0
2017-04-09,e0d64dcfaa3b6db5c54ca298ae101d05,2,511.22,Designer Watch,watches_gifts,2017,4,6,1,0
2017-04-11,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,4,1,0,0
2017-04-12,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,4,2,0,0
2017-04-12,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,4,2,0,0
2017-04-15,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,4,5,1,0
2017-04-16,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,4,6,1,0
2017-04-16,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,4,6,1,0
2017-04-17,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,4,0,0,0
2017-04-17,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,4,0,0,0
2017-04-17,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,4,0,0,0
2017-04-17,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,4,0,0,0
2017-04-18,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,4,1,0,0
2017-04-18,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,4,1,0,0
2017-04-18,99a4788cb24856965c36a24e339b6058,3,269.70000000000005,Premium Bedding Set,bed_bath_table,2017,4,1,0,0
2017-04-19,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,4,2,0,0
2017-04-19,35afc973633aaeb6b877ff57b2793310,2,179.8,Home Confort Product,home_confort,2017,4,2,0,0
2017-04-19,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,4,2,0,0
2017-04-19,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,4,2,0,0
2017-04-19,d1c427060a0f73f6b889a5c7c61f2ac4,1,159.99,Computer Accessory Bundle,computers_accessories,2017,4,2,0,0
2017-04-20,154e7e31ebfa092203795c972e5804a6,2,39.98,Beauty Care Kit,health_beauty,2017,4,3,0,0
2017-04-20,99a4788cb24856965c36a24e339b6058,3,269.70000000000005,Premium Bedding Set,bed_bath_table,2017,4,3,0,0
2017-04-21,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,4,4,0,0
2017-04-22,154e7e31ebfa092203795c972e5804a6,3,59.97,Beauty Care Kit,health_beauty,2017,4,5,1,0
2017-04-22,99a4788cb24856965c36a24e339b6058,3,269.70000000000005,Premium Bedding Set,bed_bath_table,2017,4,5,1,0
2017-04-23,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,4,6,1,0
2017-04-23,d1c427060a0f73f6b889a5c7c61f2ac4,1,139.99,Computer Accessory Bundle,computers_accessories,2017,4,6,1,0
2017-04-24,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,4,0,0,0
2017-04-24,99a4788cb24856965c36a24e339b6058,3,269.70000000000005,Premium Bedding Set,bed_bath_table,2017,4,0,0,0
2017-04-24,d1c427060a0f73f6b889a5c7c61f2ac4,1,139.99,Computer Accessory Bundle,computers_accessories,2017,4,0,0,0
2017-04-25,154e7e31ebfa092203795c972e5804a6,2,39.98,Beauty Care Kit,health_beauty,2017,4,1,0,0
2017-04-25,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,4,1,0,0
2017-04-25,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,4,1,0,0
2017-04-25,d1c427060a0f73f6b889a5c7c61f2ac4,1,129.99,Computer Accessory Bundle,computers_accessories,2017,4,1,0,0
2017-04-26,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,4,2,0,0
2017-04-27,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,4,3,0,0
2017-04-28,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,4,4,0,0
2017-04-28,d1c427060a0f73f6b889a5c7c61f2ac4,1,129.99,Computer Accessory Bundle,computers_accessories,2017,4,4,0,0
2017-04-29,154e7e31ebfa092203795c972e5804a6,2,39.98,Beauty Care Kit,health_beauty,2017,4,5,1,0
2017-04-30,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,4,6,1,0
2017-05-01,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,0,0,0
2017-05-01,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,5,0,0,0
2017-05-01,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,5,0,0,0
2017-05-01,99a4788cb24856965c36a24e339b6058,3,269.70000000000005,Premium Bedding Set,bed_bath_table,2017,5,0,0,0
2017-05-02,389d119b48cf3043d311335e499d9c6b,2,119.8,Garden Tool Set,garden_tools,2017,5,1,0,0
2017-05-02,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,5,1,0,0
2017-05-02,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,5,1,0,0
2017-05-02,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,5,1,0,0
2017-05-03,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,5,2,0,0
2017-05-03,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,5,2,0,0
2017-05-03,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,5,2,0,0
2017-05-04,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,5,3,0,0
2017-05-04,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,5,3,0,0
2017-05-04,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,5,3,0,0
2017-05-05,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,4,0,0
2017-05-05,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,5,4,0,0
2017-05-05,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,5,4,0,0
2017-05-07,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,6,1,0
2017-05-07,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,5,6,1,0
2017-05-07,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,5,6,1,0
2017-05-07,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,5,6,1,0
2017-05-08,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,5,0,0,0
2017-05-08,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,5,0,0,0
2017-05-08,99a4788cb24856965c36a24e339b6058,3,269.70000000000005,Premium Bedding Set,bed_bath_table,2017,5,0,0,0
2017-05-09,53759a2ecddad2bb87a079a1f1519f73,3,179.7,Garden Tool Set,garden_tools,2017,5,1,0,0
2017-05-09,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,5,1,0,0
2017-05-10,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,2,0,0
2017-05-10,389d119b48cf3043d311335e499d9c6b,1,59.9,Garden Tool Set,garden_tools,2017,5,2,0,0
2017-05-10,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,5,2,0,0
2017-05-10,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,5,2,0,0
2017-05-10,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,5,2,0,0
2017-05-11,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,5,3,0,0
2017-05-12,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,5,4,0,0
2017-05-12,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,5,4,0,0
2017-05-12,99a4788cb24856965c36a24e339b6058,5,449.5,Premium Bedding Set,bed_bath_table,2017,5,4,0,0
2017-05-13,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,5,5,1,0
2017-05-13,99a4788cb24856965c36a24e339b6058,4,359.6,Premium Bedding Set,bed_bath_table,2017,5,5,1,0
2017-05-14,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,6,1,0
2017-05-14,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,5,6,1,0
2017-05-14,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,5,6,1,0
2017-05-14,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,5,6,1,0
2017-05-15,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,0,0,0
2017-05-15,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,5,0,0,0
2017-05-15,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,5,0,0,0
2017-05-15,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,5,0,0,0
2017-05-16,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,1,0,0
2017-05-16,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,5,1,0,0
2017-05-16,7c1bd920dbdf22470b68bde975dd3ccf,2,129.98,Beauty Care Kit,health_beauty,2017,5,1,0,0
2017-05-16,99a4788cb24856965c36a24e339b6058,3,269.70000000000005,Premium Bedding Set,bed_bath_table,2017,5,1,0,0
2017-05-17,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,5,2,0,0
2017-05-17,42a2c92a0979a949ca4ea89ec5c7b934,2,119.8,Kitchen Essentials Set,housewares,2017,5,2,0,0
2017-05-17,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,5,2,0,0
2017-05-18,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,5,3,0,0
2017-05-19,35afc973633aaeb6b877ff57b2793310,2,179.8,Home Confort Product,home_confort,2017,5,4,0,0
2017-05-19,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,5,4,0,0
2017-05-19,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,5,4,0,0
2017-05-21,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,5,6,1,0
2017-05-21,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,5,6,1,0
2017-05-21,7c1bd920dbdf22470b68bde975dd3ccf,3,194.96999999999997,Beauty Care Kit,health_beauty,2017,5,6,1,0
2017-05-21,99a4788cb24856965c36a24e339b6058,3,269.70000000000005,Premium Bedding Set,bed_bath_table,2017,5,6,1,0
2017-05-22,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,0,0,0
2017-05-22,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,5,0,0,0
2017-05-22,53759a2ecddad2bb87a079a1f1519f73,2,119.8,Garden Tool Set,garden_tools,2017,5,0,0,0
2017-05-22,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,5,0,0,0
2017-05-23,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,5,1,0,0
2017-05-23,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,5,1,0,0
2017-05-24,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,2,0,0
2017-05-24,35afc973633aaeb6b877ff57b2793310,2,179.8,Home Confort Product,home_confort,2017,5,2,0,0
2017-05-24,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,5,2,0,0
2017-05-25,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,3,0,0
2017-05-26,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,5,4,0,0
2017-05-27,99a4788cb24856965c36a24e339b6058,3,269.70000000000005,Premium Bedding Set,bed_bath_table,2017,5,5,1,0
2017-05-28,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,6,1,0
2017-05-28,99a4788cb24856965c36a24e339b6058,5,449.5,Premium Bedding Set,bed_bath_table,2017,5,6,1,0
2017-05-29,154e7e31ebfa092203795c972e5804a6,3,59.97,Beauty Care Kit,health_beauty,2017,5,0,0,0
2017-05-29,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,5,0,0,0
2017-05-29,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,5,0,0,0
2017-05-29,99a4788cb24856965c36a24e339b6058,4,359.6,Premium Bedding Set,bed_bath_table,2017,5,0,0,0
2017-05-30,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,1,0,0
2017-05-30,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,5,1,0,0
2017-05-30,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,5,1,0,0
2017-05-31,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,5,2,0,0
2017-05-31,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,5,2,0,0
2017-05-31,7c1bd920dbdf22470b68bde975dd3ccf,1,64.99,Beauty Care Kit,health_beauty,2017,5,2,0,0
2017-05-31,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,5,2,0,0
2017-06-01,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,6,3,0,0
2017-06-01,7c1bd920dbdf22470b68bde975dd3ccf,1,59.99,Beauty Care Kit,health_beauty,2017,6,3,0,0
2017-06-01,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,6,3,0,0
2017-06-02,7c1bd920dbdf22470b68bde975dd3ccf,3,179.97,Beauty Care Kit,health_beauty,2017,6,4,0,0
2017-06-02,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,6,4,0,0
2017-06-03,154e7e31ebfa092203795c972e5804a6,2,39.98,Beauty Care Kit,health_beauty,2017,6,5,1,0
2017-06-04,7c1bd920dbdf22470b68bde975dd3ccf,1,59.99,Beauty Care Kit,health_beauty,2017,6,6,1,0
2017-06-05,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,6,0,0,0
2017-06-05,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,6,0,0,0
2017-06-05,99a4788cb24856965c36a24e339b6058,7,629.3000000000001,Premium Bedding Set,bed_bath_table,2017,6,0,0,0
2017-06-06,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,6,1,0,0
2017-06-06,7c1bd920dbdf22470b68bde975dd3ccf,2,119.98,Beauty Care Kit,health_beauty,2017,6,1,0,0
2017-06-06,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,6,1,0,0
2017-06-07,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,6,2,0,0
2017-06-07,99a4788cb24856965c36a24e339b6058,3,269.70000000000005,Premium Bedding Set,bed_bath_table,2017,6,2,0,0
2017-06-07,d1c427060a0f73f6b889a5c7c61f2ac4,1,159.99,Computer Accessory Bundle,computers_accessories,2017,6,2,0,0
2017-06-08,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,6,3,0,0
2017-06-08,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,6,3,0,0
2017-06-08,389d119b48cf3043d311335e499d9c6b,1,59.9,Garden Tool Set,garden_tools,2017,6,3,0,0
2017-06-08,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,6,3,0,0
2017-06-08,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,6,3,0,0
2017-06-08,e0d64dcfaa3b6db5c54ca298ae101d05,1,185.0,Designer Watch,watches_gifts,2017,6,3,0,0
2017-06-09,7c1bd920dbdf22470b68bde975dd3ccf,2,119.98,Beauty Care Kit,health_beauty,2017,6,4,0,0
2017-06-09,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,6,4,0,0
2017-06-09,e0d64dcfaa3b6db5c54ca298ae101d05,1,185.0,Designer Watch,watches_gifts,2017,6,4,0,0
2017-06-10,154e7e31ebfa092203795c972e5804a6,1,19.99,Beauty Care Kit,health_beauty,2017,6,5,1,0
2017-06-10,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,6,5,1,0
2017-06-11,42a2c92a0979a949ca4ea89ec5c7b934,2,119.8,Kitchen Essentials Set,housewares,2017,6,6,1,0
2017-06-11,53b36df67ebb7c41585e8d54d6772e08,1,163.0,Designer Watch,watches_gifts,2017,6,6,1,0
2017-06-11,7c1bd920dbdf22470b68bde975dd3ccf,1,59.99,Beauty Care Kit,health_beauty,2017,6,6,1,0
